,baseMean,log2FoldChange,padj,seed_ortholog,evalue,score,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KO definition,KEGG_Pathway,significant
NODE_349_length_10592_cov_440.227010_9,1356.38148795019,-1.32170838714315,0.002467119798731,203124.Tery_3928,5.93e-262,,722.0,"COG3677@1|root,COG3677@2|Bacteria,1G1TU@1117|Cyanobacteria,1H71E@1150|Oscillatoriales",1117|Cyanobacteria,L,Transposase,-,-,-,-,,-,Significant
NODE_20_length_74601_cov_487.376372_13,2465.58804124655,-1.31848683105805,7.76146233260962e-06,203124.Tery_0723,0.0,431.3,1003.0,"COG0062@1|root,COG0063@1|root,COG0062@2|Bacteria,COG0063@2|Bacteria,1G0SJ@1117|Cyanobacteria,1H73Z@1150|Oscillatoriales",1117|Cyanobacteria,G,"Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration",nnrD,-,"4.2.1.136,5.1.99.6","ko:K17758,ko:K17759",ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6],-,Significant
NODE_155_length_24774_cov_456.384077_24,11350.9673602209,-1.31795867394825,0.0010863613249716,203124.Tery_4010,1.07e-235,414.8,648.0,"COG1562@1|root,COG1562@2|Bacteria,1G078@1117|Cyanobacteria,1H7G7@1150|Oscillatoriales",1117|Cyanobacteria,I,PFAM Squalene phytoene synthase,crtB,"GO:0003674,GO:0003824,GO:0004337,GO:0004659,GO:0006629,GO:0006720,GO:0006721,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016108,GO:0016109,GO:0016114,GO:0016116,GO:0016117,GO:0016740,GO:0016765,GO:0016767,GO:0042440,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046148,GO:0071704,GO:1901576","2.5.1.32,2.5.1.99",ko:K02291,15-cis-phytoene synthase [EC:2.5.1.32],"ko00906,ko01062,ko01100,ko01110,map00906,map01062,map01100,map01110",Significant
NODE_43_length_57505_cov_386.879339_9,17389.4176262939,-1.31637919612975,0.0005000576898859,203124.Tery_1437,5.79e-210,447.4,578.0,"COG1398@1|root,COG1398@2|Bacteria,1G100@1117|Cyanobacteria,1H7HX@1150|Oscillatoriales",1117|Cyanobacteria,I,PFAM Fatty acid desaturase,desC,-,1.14.19.1,ko:K00507,sn-1 stearoyl-lipid 9-desaturase [EC:1.14.19.28],"ko01040,ko01212,ko03320,ko04152,ko04212,map01040,map01212,map03320,map04152,map04212",Significant
NODE_147_length_25655_cov_455.319180_3,7175.9374773248,-1.31630943327749,0.0044024148175144,203124.Tery_0837,1.05e-292,,799.0,"COG3409@1|root,COG3409@2|Bacteria,1G21V@1117|Cyanobacteria,1HA1I@1150|Oscillatoriales",1117|Cyanobacteria,M,Peptidoglycan-binding domain 1 protein,-,-,-,-,,-,Significant
NODE_211_length_19130_cov_465.869934_12,3237.81349070771,-1.31610765572803,0.0206901884698331,203124.Tery_2700,2.6200000000000002e-166,201.6,488.0,"COG1357@1|root,COG1357@2|Bacteria,1G02C@1117|Cyanobacteria,1H8G5@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Pentapeptide repeats (8 copies),-,-,-,-,secreted effector protein PipB2,-,Significant
NODE_166_length_22981_cov_632.443296_5,3536.54774587984,-1.31468375220364,0.0306969979938667,203124.Tery_1633,8.32e-22,93.8,84.7,"2EGDF@1|root,33A5A@2|Bacteria,1GARS@1117|Cyanobacteria,1HDNR@1150|Oscillatoriales",1117|Cyanobacteria,S,May help in the organization of the PsaE and PsaF subunits,psaJ,-,-,ko:K02697,photosystem I subunit IX,"ko00195,ko01100,map00195,map01100",Significant
NODE_155_length_24774_cov_456.384077_23,20022.6370303726,-1.31327934649349,0.00115561273757,203124.Tery_4011,0.0,839.7,927.0,"COG0493@1|root,COG3349@1|root,COG0493@2|Bacteria,COG3349@2|Bacteria,1G0NM@1117|Cyanobacteria,1H6WI@1150|Oscillatoriales",1117|Cyanobacteria,E,PFAM Flavin containing amine oxidoreductase,pds,-,1.3.5.5,ko:K02293,15-cis-phytoene desaturase [EC:1.3.5.5],"ko00906,ko01100,ko01110,map00906,map01100,map01110",Significant
NODE_7_length_88770_cov_446.852708_32,17341.6446785399,-1.31324353691223,0.0003340467339102,203124.Tery_0149,8.69e-78,,234.0,"28KHN@1|root,2ZA32@2|Bacteria,1G4WA@1117|Cyanobacteria,1HAC4@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_67_length_44676_cov_538.449474_25,2130.35967460363,-1.30630406228667,0.0004335270266833,203124.Tery_4664,1.5700000000000001e-117,210.0,337.0,"COG1327@1|root,COG1327@2|Bacteria,1G5PE@1117|Cyanobacteria,1HB2A@1150|Oscillatoriales",1117|Cyanobacteria,K,Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes,nrdR,-,-,ko:K07738,transcriptional repressor NrdR,-,Significant
NODE_217_length_18889_cov_494.566476_11,5398.82895768839,-1.30576664372647,1.2948046437718e-06,203124.Tery_3953,0.0,,1076.0,"COG3381@1|root,COG3381@2|Bacteria,1G1F7@1117|Cyanobacteria,1H8IH@1150|Oscillatoriales",1117|Cyanobacteria,S,protein complex oligomerization,-,-,-,-,,-,Significant
NODE_19_length_74941_cov_550.804570_2,3684.64418772057,-1.3047167567167,0.0035830691062295,203124.Tery_3829,5.5e-299,,818.0,"COG0457@1|root,COG0457@2|Bacteria,1G02T@1117|Cyanobacteria,1H8QK@1150|Oscillatoriales",1117|Cyanobacteria,S,Tetratricopeptide repeat,-,-,-,-,,-,Significant
NODE_125_length_28767_cov_398.849854_14,21957.9520788194,-1.3042933949614,0.0009057688428621,203124.Tery_1532,5.7700000000000004e-210,482.7,580.0,"COG1348@1|root,COG1348@2|Bacteria,1G0G7@1117|Cyanobacteria,1H7MI@1150|Oscillatoriales",1117|Cyanobacteria,D,"Component of the dark-operative protochlorophyllide reductase (DPOR) that uses Mg-ATP and reduced ferredoxin to reduce ring D of protochlorophyllide (Pchlide) to form chlorophyllide a (Chlide). This reaction is light-independent. The L component serves as a unique electron donor to the NB-component of the complex, and binds Mg-ATP",chlL,-,1.3.7.7,ko:K04037,light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7],"ko00860,ko01100,ko01110,map00860,map01100,map01110",Significant
NODE_400_length_9091_cov_415.660469_1,3025.28845658141,-1.2964529075992,0.0080665749512913,203124.Tery_2076,0.0,,1281.0,"COG4782@1|root,COG4782@2|Bacteria",2|Bacteria,P,Protein conserved in bacteria,-,-,-,-,,-,Significant
NODE_63_length_45946_cov_437.218714_26,36568.1833188489,-1.29512692383354,0.0006653155918352,203124.Tery_2280,2.58e-174,397.4,486.0,"COG3396@1|root,COG3396@2|Bacteria,1GHFA@1117|Cyanobacteria,1HI5F@1150|Oscillatoriales",1117|Cyanobacteria,S,Pfam:DUF3066,-,-,4.1.99.5,ko:K14331,fatty aldehyde decarbonylase [EC:4.1.99.5],-,Significant
NODE_15_length_78850_cov_450.708205_42,11818.036435712,-1.292719176084,0.0009024894276913,203124.Tery_4709,9.04e-88,,258.0,"COG0594@1|root,COG0594@2|Bacteria,1G5QK@1117|Cyanobacteria,1HB1D@1150|Oscillatoriales",1117|Cyanobacteria,J,Bacterial PH domain,-,-,-,-,,-,Significant
NODE_37_length_60140_cov_423.173171_10,109011.400145368,-1.29018610038063,0.0017153391632572,203124.Tery_0891,1.44e-112,185.3,323.0,"293MU@1|root,2ZR3M@2|Bacteria,1G5DA@1117|Cyanobacteria,1HAY6@1150|Oscillatoriales",1117|Cyanobacteria,S,Nickel-containing superoxide dismutase,sodN,-,1.15.1.1,ko:K00518,nickel superoxide dismutase [EC:1.15.1.1],-,Significant
NODE_217_length_18889_cov_494.566476_6,3084.45165137377,-1.28831628679694,0.0017976904529815,203124.Tery_3957,0.0,698.0,968.0,"COG1492@1|root,COG1492@2|Bacteria,1G0J7@1117|Cyanobacteria,1H9QK@1150|Oscillatoriales",1117|Cyanobacteria,H,"Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation",cobQ,-,6.3.5.10,ko:K02232,adenosylcobyric acid synthase [EC:6.3.5.10],"ko00860,ko01100,map00860,map01100",Significant
NODE_34_length_61634_cov_436.625749_24,1793.68596148773,-1.28664768879506,0.0010678655473535,203124.Tery_4504,2.0399999999999998e-69,58.7,209.0,"COG0633@1|root,COG0633@2|Bacteria,1G6S2@1117|Cyanobacteria,1HBJR@1150|Oscillatoriales",1117|Cyanobacteria,C,PFAM 2Fe-2S iron-sulfur cluster binding domain,-,-,-,-,"ferredoxin, 2Fe-2S",-,Significant
NODE_12_length_84605_cov_817.129698_15,1797.63335347954,-1.28381075313692,0.0006502295635827,203124.Tery_2579,4.9e-98,84.3,285.0,"COG1141@1|root,COG1141@2|Bacteria,1G5SJ@1117|Cyanobacteria,1HB51@1150|Oscillatoriales",1117|Cyanobacteria,C,Ferredoxin,fer,-,-,ko:K05337,ferredoxin,-,Significant
NODE_105_length_32880_cov_380.421295_16,1262.66410275347,-1.2833582351969,0.0399069844929949,203124.Tery_2215,7.139999999999999e-255,154.1,698.0,"COG0673@1|root,COG0673@2|Bacteria,1G1CZ@1117|Cyanobacteria,1H980@1150|Oscillatoriales",1117|Cyanobacteria,S,"PFAM Oxidoreductase family, NAD-binding Rossmann fold",-,-,"1.1.1.18,1.1.1.369",ko:K00010,myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369],"ko00521,ko00562,ko01100,ko01120,ko01130,map00521,map00562,map01100,map01120,map01130",Significant
NODE_233_length_17055_cov_452.105529_1,885.914419066947,-1.27999319745603,0.0383202227266626,203124.Tery_3326,3.57e-188,,522.0,"COG1100@1|root,COG1100@2|Bacteria,1G4CV@1117|Cyanobacteria,1HAC8@1150|Oscillatoriales",1117|Cyanobacteria,S,Small GTP-binding protein,-,-,-,-,,-,Significant
NODE_183_length_21358_cov_400.546543_7,10432.5400730175,-1.27746066960224,0.0139010297234994,203124.Tery_0968,5.25e-231,554.2,636.0,"COG0825@1|root,COG0825@2|Bacteria,1G0PY@1117|Cyanobacteria,1H7QJ@1150|Oscillatoriales",1117|Cyanobacteria,I,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",accA,-,"2.1.3.15,6.4.1.2",ko:K01962,acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212",Significant
NODE_89_length_36475_cov_434.691351_11,2983.13279128676,-1.27685878886846,0.0154522329174255,203124.Tery_3782,0.0,649.3,1252.0,"COG1132@1|root,COG1132@2|Bacteria,1G02Q@1117|Cyanobacteria,1H8KQ@1150|Oscillatoriales",1117|Cyanobacteria,V,ABC-type multidrug transport system ATPase and permease,-,-,-,"ko:K06147,ko:K11085","ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]","ko02010,map02010",Significant
NODE_24_length_68070_cov_475.815467_66,784.479454200374,-1.27646211329807,0.0109393524420949,179408.Osc7112_5999,1.5e-11,,67.8,"COG3850@1|root,COG3850@2|Bacteria",2|Bacteria,T,phosphorelay sensor kinase activity,-,-,2.7.13.3,"ko:K02660,ko:K03406,ko:K07638,ko:K07654,ko:K17763",,"ko02020,ko02025,ko02026,ko02030,map02020,map02025,map02026,map02030",Significant
NODE_98_length_34742_cov_450.168766_5,6778.7190219143,-1.27596500363873,0.0171903566232667,203124.Tery_3433,3.6799999999999993e-228,213.4,627.0,"COG1216@1|root,COG1216@2|Bacteria,1G346@1117|Cyanobacteria,1H7S2@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Glycosyl transferase family 2,-,-,-,-,glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356],-,Significant
NODE_2_length_141101_cov_626.108738_15,6306.77345089976,-1.27527459677494,0.0028745297509965,203124.Tery_2868,1.1599999999999999e-41,128.2,136.0,"2E88X@1|root,332MV@2|Bacteria,1G9GY@1117|Cyanobacteria,1HD13@1150|Oscillatoriales",1117|Cyanobacteria,S,"One of the components of the core complex of photosystem II (PSII), required for its stability and or assembly. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation",psbH,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009523,GO:0009579,GO:0016020,GO:0030075,GO:0030096,GO:0032991,GO:0034357,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797",-,ko:K02709,photosystem II PsbH protein,"ko00195,ko01100,map00195,map01100",Significant
NODE_48_length_54898_cov_449.964991_21,22478.8688339887,-1.27525709041663,0.0020205581601795,203124.Tery_1193,1.6399999999999998e-67,,206.0,"2C7NV@1|root,333FK@2|Bacteria,1G99F@1117|Cyanobacteria,1HCYU@1150|Oscillatoriales",1117|Cyanobacteria,S,Domain of unknown function (DUF1830),-,-,-,-,,-,Significant
NODE_17_length_77004_cov_434.538746_28,8875.00463398235,-1.27510599459967,0.0022131350147094,203124.Tery_5066,3.0100000000000004e-251,507.8,689.0,"COG1071@1|root,COG1071@2|Bacteria,1G00Z@1117|Cyanobacteria,1H7WM@1150|Oscillatoriales",1117|Cyanobacteria,C,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),pdhA,-,1.2.4.1,ko:K00161,pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1],"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230",Significant
NODE_32_length_62489_cov_866.665919_39,1425.97821172817,-1.27335773455176,0.0051243309849105,203124.Tery_0341,1.89e-78,,233.0,"COG0457@1|root,COG0457@2|Bacteria,1G70P@1117|Cyanobacteria,1HBHQ@1150|Oscillatoriales",1117|Cyanobacteria,S,Protein of unknown function (DUF3110),-,-,-,-,,-,Significant
NODE_401_length_9069_cov_493.249501_2,4214.34758518834,-1.27214127852661,0.0001908133458411,203124.Tery_4567,1.09e-306,529.0,837.0,"COG0460@1|root,COG0460@2|Bacteria,1G0WN@1117|Cyanobacteria,1H7HH@1150|Oscillatoriales",1117|Cyanobacteria,E,"Homoserine dehydrogenase, NAD binding domain",thrA,-,1.1.1.3,ko:K00003,homoserine dehydrogenase [EC:1.1.1.3],"ko00260,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00270,map00300,map01100,map01110,map01120,map01130,map01230",Significant
NODE_2_length_141101_cov_626.108738_7,2387.72679257036,-1.27144572946216,0.013137848137562,203124.Tery_2861,1.15e-189,185.2,560.0,"COG0457@1|root,COG0457@2|Bacteria,1G3MN@1117|Cyanobacteria,1H8AK@1150|Oscillatoriales",1117|Cyanobacteria,K,TPR repeat,-,-,-,-,protein O-GlcNAc transferase [EC:2.4.1.255],-,Significant
NODE_2_length_141101_cov_626.108738_12,6290.81059213219,-1.27109233472537,0.000118480500668,203124.Tery_2866,1.3700000000000001e-272,663.4,745.0,"COG0082@1|root,COG0082@2|Bacteria,1G12S@1117|Cyanobacteria,1H8F2@1150|Oscillatoriales",1117|Cyanobacteria,E,"Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system",aroC,"GO:0000166,GO:0003674,GO:0003824,GO:0004107,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0010181,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0032553,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",4.2.3.5,ko:K01736,chorismate synthase [EC:4.2.3.5],"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",Significant
NODE_182_length_21435_cov_456.263798_6,10107.3202573548,-1.26992587967683,0.0134596527302507,203124.Tery_1580,4.13e-276,428.7,755.0,"COG0372@1|root,COG0372@2|Bacteria,1G1DI@1117|Cyanobacteria,1H7EK@1150|Oscillatoriales",1117|Cyanobacteria,C,Belongs to the citrate synthase family,gltA,-,2.3.3.1,ko:K01647,citrate synthase [EC:2.3.3.1],"ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230",Significant
NODE_81_length_38786_cov_459.313083_1,6354.87942488077,-1.26850746516612,1.93552527896434e-07,203124.Tery_4936,0.0,444.5,1509.0,"COG1193@1|root,COG1193@2|Bacteria,1G4EJ@1117|Cyanobacteria,1H726@1150|Oscillatoriales",1117|Cyanobacteria,L,Protein-arginine deiminase (PAD),-,-,3.5.3.15,ko:K01481,protein-arginine deiminase [EC:3.5.3.15],-,Significant
NODE_3_length_123736_cov_497.957641_10,6321.69143799958,-1.26748380233089,0.0073160888011168,203124.Tery_4816,9.51e-202,385.7,558.0,"COG0275@1|root,COG0275@2|Bacteria,1G0AR@1117|Cyanobacteria,1H8QI@1150|Oscillatoriales",1117|Cyanobacteria,J,Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA,rsmH,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0070475,GO:0071424,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.199,ko:K03438,16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199],-,Significant
NODE_7_length_88770_cov_446.852708_12,3054.77828307214,-1.26433253056962,6.004348637799e-05,203124.Tery_0164,1.9500000000000002e-123,208.0,353.0,"2DC0X@1|root,2ZCA9@2|Bacteria,1G50N@1117|Cyanobacteria,1HAP8@1150|Oscillatoriales",1117|Cyanobacteria,S,photosystem II oxygen evolving complex protein PsbP,psbP,-,-,ko:K02717,photosystem II oxygen-evolving enhancer protein 2,"ko00195,ko01100,map00195,map01100",Significant
NODE_95_length_35107_cov_430.571836_11,3371.21574964524,-1.26371980716686,0.0201467761030817,203124.Tery_2408,1.81e-76,194.9,228.0,"2AR4E@1|root,31GDS@2|Bacteria,1G6MK@1117|Cyanobacteria,1HBM6@1150|Oscillatoriales",1117|Cyanobacteria,S,Belongs to the Psb28 family,psb28,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009521,GO:0009523,GO:0009579,GO:0016020,GO:0030075,GO:0030096,GO:0032991,GO:0034357,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797",-,ko:K08903,photosystem II 13kDa protein,"ko00195,ko01100,map00195,map01100",Significant
NODE_39_length_58356_cov_476.169585_8,19543.4249396145,-1.26283692811552,0.0072811569007193,203124.Tery_0985,6.83e-181,352.8,504.0,"COG0237@1|root,COG0237@2|Bacteria,1G05P@1117|Cyanobacteria,1H8E3@1150|Oscillatoriales",1117|Cyanobacteria,H,Belongs to the phycobilisome linker protein family,cpcC,-,-,"ko:K02286,ko:K05380",phycoerythrin-associated linker protein,"ko00196,ko01100,map00196,map01100",Significant
NODE_34_length_61634_cov_436.625749_46,18494.4193269358,-1.26075186603898,0.0069402909206206,203124.Tery_4522,8.62e-292,560.4,796.0,"COG0821@1|root,COG0821@2|Bacteria,1G1GY@1117|Cyanobacteria,1H8YE@1150|Oscillatoriales",1117|Cyanobacteria,I,"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",ispG,"GO:0003674,GO:0003824,GO:0005488,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009055,GO:0009058,GO:0009240,GO:0009987,GO:0016491,GO:0016725,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0022900,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0046429,GO:0046490,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0052592,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576","1.17.7.1,1.17.7.3",ko:K03526,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3],"ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130",Significant
NODE_138_length_27327_cov_500.405874_16,2625.18181422524,-1.26052970936576,4.59062239071425e-05,203124.Tery_0643,1.89e-310,,847.0,"COG5360@1|root,COG5360@2|Bacteria,1G0BX@1117|Cyanobacteria,1H8D2@1150|Oscillatoriales",1117|Cyanobacteria,S,Heparinase II/III-like protein,-,-,-,-,,-,Significant
NODE_280_length_13559_cov_406.397808_11,3087.78683451499,-1.26018821652185,4.14014464488573e-06,203124.Tery_1803,1.13e-268,,736.0,"COG3117@1|root,COG3117@2|Bacteria,1G0PJ@1117|Cyanobacteria,1H74D@1150|Oscillatoriales",1117|Cyanobacteria,S,"Lipopolysaccharide-assembly, LptC-related",-,-,-,-,,-,Significant
NODE_72_length_41695_cov_422.859438_28,491.119820138304,-1.25888048997913,0.0167983763799471,203124.Tery_1549,6.06e-106,,306.0,"COG1611@1|root,COG1611@2|Bacteria,1G5P3@1117|Cyanobacteria,1HB1W@1150|Oscillatoriales",1117|Cyanobacteria,S,Rossmann fold nucleotide-binding protein,-,-,3.2.2.10,ko:K06966,,"ko00230,ko00240,map00230,map00240",Significant
NODE_1862_length_1319_cov_258.458861_2,462.794924757871,-1.25846470498317,0.0017423176499634,533240.CRC_00216,8.64e-39,,136.0,"2ET2G@1|root,33KKN@2|Bacteria,1GAYY@1117|Cyanobacteria,1HS7T@1161|Nostocales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
